VendorName,VendorNumber,Brand,PurchasePrice,PurchaseQuantity,PurchaseDollars,Price,Volume,PricePurchasePrice,InvoiceQuantity,InvoiceDollars,TotalFreight,TotalSalesDollar,TotalSalesPrice,TotalSalesQuantity,TotalExciseTax,Description,TotalProfit
PERNOD RICARD USA          ,17035,2631,55.99,1136.0,63604.64000000016,73.99,750.0,55.99,1647558.0,24124091.56,123780.21999999997,74295.51000000015,63257.06999999945,1049.0,827.4599999999949,Scapa 16 Yr Old Single Malt,10690.869999999995
SAZERAC NORTH AMERICA INC. ,660,1282,18.7,3400.0,63579.99999999951,29.99,750.0,18.7,503931.0,3537977.55,17932.329999999994,95005.77000000222,79257.35000000105,3323.0,2620.84999999995,Small Batch 1792,31425.770000002703
PERNOD RICARD USA          ,17035,3462,13.07,4864.0,63572.47999999937,16.99,750.0,13.07,1647558.0,24124091.56,123780.21999999997,85547.48000000288,68056.43999999824,4852.0,3825.7899999999463,Absolut Ruby Red,21975.000000003507
PROXIMO SPIRITS INC.       ,7245,3969,14.67,4330.0,63521.10000000023,18.49,750.0,14.67,682042.0,7588029.899999999,38994.78000000001,82979.19000000165,63269.78999999805,4231.0,3335.469999999952,Jose Cuervo Tradicional,19458.090000001415
SOUTHERN WINE & SPIRITS NE ,2000,26248,132.44,478.0,63306.31999999997,249.99,750.0,132.44,406875.0,3740617.3799999994,19016.59,86785.94000000016,58887.22999999984,406.0,45.00999999999988,Roederer Cristal,23479.62000000019
SAZERAC NORTH AMERICA INC. ,660,5403,5.92,10675.0,63196.000000000415,8.99,750.0,5.92,503931.0,3537977.55,17932.329999999994,94132.4700000043,62730.81999999562,10503.0,8274.909999999623,Amaretto di Amore,30936.47000000388
ULTRA BEVERAGE COMPANY LLP ,9165,3763,20.28,3113.0,63131.64000000017,29.99,375.0,20.28,1077527.0,13210613.930000002,68054.70000000003,85346.67000000075,71485.50999999956,2933.0,1147.569999999986,Patron Anejo Tequila,22215.03000000059
MARSALLE COMPANY           ,5455,3376,31.99,1973.0,63116.27000000012,39.99,750.0,31.99,7158.0,185311.19000000003,937.21,77268.33000000031,62012.21999999903,1967.0,1551.049999999971,Tommy Guns Vodka,14152.060000000187
PERNOD RICARD USA          ,17035,7320,13.17,4790.0,63084.299999999064,16.99,1750.0,13.17,1647558.0,24124091.56,123780.21999999997,87156.15000000306,61774.13999999805,4785.0,8795.94000000031,Malibu Rum Punch RTD,24071.850000004
TREASURY WINE ESTATES      ,9819,41254,5.85,10779.0,63057.149999999645,9.99,750.0,5.85,497770.0,2978686.399999999,14836.570000000005,108735.86000000054,50835.81999999761,10582.0,1179.980000000014,Ch St Jean Merlot Cal,45678.710000000894
CONSTELLATION BRANDS INC   ,1392,7254,5.36,11714.0,62787.039999999644,7.99,750.0,5.36,2325892.0,15573917.899999999,79528.99,93075.51000000497,46741.49999999933,11649.0,1296.7999999999688,Cribari Marsala,30288.470000005327
BACARDI USA INC            ,480,3847,2.81,22334.0,62758.540000000015,3.79,50.0,2.81,1427075.0,17624378.719999995,89286.26999999999,86207.94000000265,31536.9600000053,21606.0,1119.1499999999792,Grey Goose Vodka,23449.400000002635
DISARONNO INTERNATIONAL LLC,2555,5316,1.83,34262.0,62699.459999999795,2.29,50.0,1.83,103095.0,1141947.85,5861.030000000001,75517.33000000787,27150.240000007107,32977.0,1710.0399999998754,Amaretto DiSaronno,12817.870000008079
TREASURY WINE ESTATES      ,9819,41251,3.39,18434.0,62491.25999999964,5.99,750.0,3.39,497770.0,2978686.399999999,14836.570000000005,97451.040000004,32928.740000004036,17896.0,2004.5299999998988,Beringer Classic Pnt Grigio,34959.78000000436
SOUTHERN WINE & SPIRITS NE ,2000,31866,9.03,6920.0,62487.60000000026,13.99,750.0,9.03,406875.0,3740617.3799999994,19016.59,107805.04000000423,62059.179999997716,7296.0,810.4400000000467,F Coppola Diamond Merlot,45317.44000000397
BACARDI USA INC            ,480,7977,7.49,8339.0,62459.1100000003,10.49,1500.0,7.49,1427075.0,17624378.719999995,89286.26999999999,87360.72000000368,57862.83999999733,8328.0,13095.09999999906,M & R X Dry Vermouth,24901.610000003384
JIM BEAM BRANDS COMPANY    ,12546,8497,7.51,8316.0,62453.16000000058,9.99,750.0,7.51,2737165.0,24203151.05000001,123880.96999999999,85408.4500000032,67856.49999999694,8255.0,6508.079999999729,Kamora Coffee,22955.29000000262
BROWN-FORMAN CORP          ,1128,1125,16.29,3830.0,62390.70000000002,21.99,750.0,16.29,1006122.0,13529433.080000006,68601.68000000001,65816.26000000015,34020.02000000076,2674.0,2105.789999999977,Jack Daniels Equity VAP,3425.560000000136
LUXCO INC                  ,8352,8273,17.05,3652.0,62266.60000000046,27.99,750.0,17.05,283260.0,2051436.01,10261.599999999997,79675.68000000092,54780.549999999035,3432.0,2704.549999999969,El Mayor Reposado Tequila,17409.080000000467
REMY COINTREAU USA INC     ,7239,4737,7.91,7852.0,62109.31999999952,10.99,750.0,7.91,142363.0,3354958.28,16978.669999999995,90567.54000000336,58197.83999999758,7846.0,6181.449999999773,St Remy VSOP Authentic Brndy,28458.220000003836
VRANKEN AMERICA            ,1601,26426,19.6,3163.0,61994.79999999993,32.99,750.0,19.6,13094.0,208330.15000000005,1048.9699999999998,96632.93000000058,45529.0199999998,3007.0,335.2200000000059,Pommery Brut Royale,34638.130000000645
MARTIGNETTI COMPANIES,4425,6867,12.74,4859.0,61903.65999999998,19.99,750.0,12.74,2640411.0,27861690.019999996,144929.24,95711.78000000183,51464.1199999991,5022.0,558.3700000000229,Rodney Strong Pnt Nr,33808.12000000185
HEAVEN HILL DISTILLERIES   ,3924,3905,19.22,3219.0,61869.17999999992,24.99,1750.0,19.22,352348.0,2816661.9399999995,14069.869999999995,56953.309999999525,37578.36000000057,2369.0,4354.8600000000915,Deep Eddy Vodka,-4915.8700000003955
DIAGEO NORTH AMERICA INC   ,3960,3354,10.71,5776.0,61860.9599999995,14.99,375.0,10.71,5459788.0,50959796.849999994,257032.07000000007,84093.90000000242,66840.40999999754,5610.0,2196.7900000001055,Ketel One Vodka,22232.940000002927
BACARDI USA INC            ,480,2668,10.68,5788.0,61815.83999999992,13.99,375.0,10.68,1427075.0,17624378.719999995,89286.26999999999,74776.49000000088,58804.479999997864,5551.0,2173.7700000000978,Dewars White Label,12960.650000000962
BACARDI USA INC            ,480,4234,7.99,7732.0,61778.67999999963,11.99,750.0,7.99,1427075.0,17624378.719999995,89286.26999999999,80286.10000000152,50310.2199999991,7190.0,5666.449999999892,Bacardi Pineapple Fusion,18507.42000000189
MARTIGNETTI COMPANIES,4425,33982,10.8,5715.0,61721.999999999985,18.99,750.0,10.8,2640411.0,27861690.019999996,144929.24,58140.95000000003,17674.44999999986,6005.0,672.850000000005,Lyeth Estate Meritage N Cst,-3581.049999999952
MOET HENNESSY USA INC      ,8112,8897,33.55,1839.0,61698.45000000016,49.99,750.0,33.55,427867.0,9472995.2,48347.26,111649.14000000112,72138.58999999984,2086.0,231.29000000000465,Moet & Chandon Brut Imprl Ro,49950.69000000096
ULTRA BEVERAGE COMPANY LLP ,9165,43092,14.48,4255.0,61612.40000000011,21.99,750.0,14.48,1077527.0,13210613.930000002,68054.70000000003,93109.47000000128,43394.63000000006,4153.0,462.9900000000135,Oberon Cab Svgn Napa,31497.07000000117
TREASURY WINE ESTATES      ,9819,17175,5.2,11832.0,61526.3999999993,7.99,1500.0,5.2,497770.0,2978686.399999999,14836.570000000005,104993.36000000393,41744.85000000091,12564.0,2816.8999999997905,Beringer Classic Cab Svgn,43466.96000000463
SAZERAC NORTH AMERICA INC. ,660,3842,4.39,14015.0,61525.850000000326,5.79,1000.0,4.39,503931.0,3537977.55,17932.329999999994,80556.27000000048,11643.690000000473,13913.0,14608.650000000001,Barton Vodka,19030.42000000016
E & J GALLO WINERY         ,3252,2026,14.61,4210.0,61508.0999999999,18.99,750.0,14.61,1858260.0,12289608.089999998,61966.909999999996,70357.94999999982,56818.07999999864,3705.0,2921.8199999999424,Camarena Silver Tequila,8849.849999999926
BANFI PRODUCTS CORP        ,516,18027,9.08,6771.0,61480.680000000364,15.99,750.0,9.08,228103.0,1628866.6800000002,8510.410000000002,96735.55999999802,48138.259999998314,6304.0,701.9500000000304,Banfi Rosa Regale,35254.879999997655
DIAGEO NORTH AMERICA INC   ,3960,8515,14.61,4207.0,61464.26999999983,19.99,750.0,14.61,5459788.0,50959796.849999994,257032.07000000007,102789.77000000262,75421.28000000052,5023.0,3959.4299999999735,Baileys Chocolate Cherry,41325.500000002794
DIAGEO NORTH AMERICA INC   ,3960,3107,47.47,1292.0,61331.23999999996,65.99,750.0,47.47,5459788.0,50959796.849999994,257032.07000000007,79175.14000000026,64366.35999999938,1186.0,935.3299999999923,Don Julio 70th Anniversary,17843.9000000003
HEAVEN HILL DISTILLERIES   ,3924,3996,13.73,4466.0,61318.17999999998,17.99,750.0,13.73,352348.0,2816661.9399999995,14069.869999999995,46766.48999999996,31153.130000001172,2851.0,2246.129999999961,Deep Eddy Peach Vodka,-14551.690000000017
MARTIGNETTI COMPANIES,4425,19870,5.89,10405.0,61285.449999998484,9.99,1500.0,5.89,2640411.0,27861690.019999996,144929.24,98812.55999999869,46711.71999999834,10180.0,2278.1899999999955,Yellow Tail Sangria,37527.110000000204
PERFECTA WINES             ,10754,38133,3.92,15618.0,61222.56000000035,6.99,750.0,3.92,553116.0,5665501.530000001,28720.52,113491.20000000564,46750.37999999939,15580.0,1739.899999999922,Il Bastardo Sangiovese Tosc,52268.640000005296
M S WALKER INC             ,9552,46934,10.31,5927.0,61107.37000000023,17.99,750.0,10.31,1372841.0,10935817.3,55551.819999999985,90401.93999999952,39611.91000000009,5470.0,610.5400000000152,Silver Palm Nth Cst Cab Svgn,29294.569999999294
STE MICHELLE WINE ESTATES  ,8673,6319,6.72,9091.0,61091.51999999971,11.99,750.0,6.72,419822.0,3086650.7,15919.700000000003,101738.98000000112,44919.9699999996,8914.0,994.2700000000474,Santa Cristina Toscana,40647.4600000014
DIAGEO NORTH AMERICA INC   ,3960,2433,91.9,664.0,61021.600000000064,131.99,750.0,91.9,5459788.0,50959796.849999994,257032.07000000007,82875.65000000018,74512.29000000002,635.0,501.14000000000425,Crown Royal X R Extra Rare,21854.05000000012
BACARDI USA INC            ,480,4320,36.02,1694.0,61017.880000000216,52.99,750.0,36.02,1427075.0,17624378.719999995,89286.26999999999,83409.37000000056,62503.54999999924,1663.0,1311.0799999999838,D'Usse VSOP Cognac,22391.490000000347
MOET HENNESSY USA INC      ,8112,5706,20.6,2955.0,60872.99999999988,28.99,750.0,20.6,427867.0,9472995.2,48347.26,98547.38000000251,76398.80000000064,3262.0,2571.9399999999528,Gr Marnier Raspberry Peach,37674.380000002624
PROXIMO SPIRITS INC.       ,7245,5810,10.6,5742.0,60865.1999999994,13.99,1750.0,10.6,682042.0,7588029.899999999,38994.78000000001,85808.8500000032,58634.39999999809,5815.0,10688.040000000403,Cuervo Watermelon Margaritas,24943.650000003807
CONSTELLATION BRANDS INC   ,1392,8155,3.28,18542.0,60817.76000000056,4.49,375.0,3.28,2325892.0,15573917.899999999,79528.99,93900.98000000739,54560.09999999602,18452.0,7246.340000000772,Black Velvet Plastic,33083.220000006826
TRINCHERO FAMILY ESTATES   ,8892,12775,6.8,8930.0,60723.99999999964,10.99,750.0,6.8,352526.0,2252211.31,11595.970000000003,91461.57000000218,34812.66000000172,8743.0,977.260000000036,Joel Gott Svgn Bl,30737.57000000253
WINE GROUP INC             ,9815,6590,9.8,6193.0,60691.39999999903,16.99,5000.0,9.8,888385.0,5258636.79,27100.409999999996,96892.04000000405,63968.22999999744,6196.0,4647.0,Almaden B/B Wh Znfdl Cal,36200.64000000503
CONSTELLATION BRANDS INC   ,1392,2690,7.35,8256.0,60681.59999999943,11.99,750.0,7.35,2325892.0,15573917.899999999,79528.99,83146.91000000254,60015.5999999968,8109.0,6390.469999999754,Black Velvet Reserve,22465.310000003105
TRINCHERO FAMILY ESTATES   ,8892,6256,5.2,11659.0,60626.79999999925,9.99,1500.0,5.2,352526.0,2252211.31,11595.970000000003,111971.07000000519,50814.89999999863,11737.0,2629.0599999998703,Sutter Home Chard,51344.270000005934
HEAVEN HILL DISTILLERIES   ,3924,5146,14.17,4276.0,60590.91999999916,19.99,750.0,14.17,352348.0,2816661.9399999995,14069.869999999995,79845.7400000011,60376.09999999818,4226.0,3331.0699999999615,Pama Pomegranate Liqueur,19254.820000001935
DIAGEO NORTH AMERICA INC   ,3960,5438,7.51,8067.0,60583.17000000047,9.99,750.0,7.51,5459788.0,50959796.849999994,257032.07000000007,81078.84000000203,57322.61999999731,8116.0,6395.909999999745,Emmets Irish Cream,20495.670000001563
WINE GROUP INC             ,9815,37904,6.45,9367.0,60417.150000000285,12.99,750.0,6.45,888385.0,5258636.79,27100.409999999996,106683.08000000409,50851.47999999886,9392.0,1046.510000000046,Trapiche Broquel Mndz Malbec,46265.930000003806
MARTIGNETTI COMPANIES,4425,35375,19.73,3056.0,60294.88000000008,31.99,750.0,19.73,2640411.0,27861690.019999996,144929.24,88957.37000000128,52817.01999999941,2863.0,317.9000000000096,Hess Allomi Cab Svgn,28662.4900000012
MOET HENNESSY USA INC      ,8112,26285,45.45,1326.0,60266.69999999973,79.99,1500.0,45.45,427867.0,9472995.2,48347.26,115389.38000000113,81108.05000000053,1562.0,347.4600000000022,Moet & Chandon Imperial,55122.6800000014
MARTIGNETTI COMPANIES,4425,25994,11.72,5139.0,60229.07999999988,16.99,750.0,11.72,2640411.0,27861690.019999996,144929.24,67047.41999999908,34631.25000000044,4150.0,461.9500000000136,Rodney Strong Merlot Sonoma,6818.339999999203
CONSTELLATION BRANDS INC   ,1392,7159,4.72,12751.0,60184.71999999963,6.99,750.0,4.72,2325892.0,15573917.899999999,79528.99,93696.16000000325,37614.360000001616,12684.0,1416.3499999999688,Ruffino Chianti,33511.44000000362
EDRINGTON AMERICAS         ,2561,2945,213.17,282.0,60113.939999999944,299.99,750.0,213.17,62542.0,1882832.8399999992,9654.500000000002,64147.85999999991,54248.18999999993,214.0,168.86000000000004,The Macallan Rare Cask,4033.919999999969
DIAGEO NORTH AMERICA INC   ,3960,8893,12.68,4739.0,60090.520000000564,16.99,750.0,12.68,5459788.0,50959796.849999994,257032.07000000007,80838.42000000145,68452.70999999833,4758.0,3753.2999999999297,Yukon Jack,20747.90000000089
REMY COINTREAU USA INC     ,7239,4898,29.84,2013.0,60067.92000000006,39.99,750.0,29.84,142363.0,3354958.28,16978.669999999995,54170.649999999754,38524.51000000028,1335.0,1052.63999999999,Mount Gay Extra Old Rum,-5897.270000000302
JIM BEAM BRANDS COMPANY    ,12546,3945,13.84,4335.0,59996.40000000035,17.99,750.0,13.84,2737165.0,24203151.05000001,123880.96999999999,76817.30000000089,51829.18999999913,4270.0,3365.6899999999596,Sauza Conmemorativo,16820.90000000054
PERNOD RICARD USA          ,17035,3731,13.38,4478.0,59915.63999999976,16.99,750.0,13.38,1647558.0,24124091.56,123780.21999999997,77440.03000000179,59550.22999999823,4397.0,3466.419999999954,Absolut Apeach,17524.39000000203
SAZERAC CO INC             ,8004,8970,7.99,7481.0,59773.190000000366,9.99,1750.0,7.99,1417727.0,9916770.259999998,50293.62000000002,80009.4000000014,37025.740000001315,7460.0,13706.670000000386,Ice Box Manhattan,20236.21000000104
JIM BEAM BRANDS COMPANY    ,12546,1258,17.03,3506.0,59707.180000000146,22.99,750.0,17.03,2737165.0,24203151.05000001,123880.96999999999,82331.75000000112,68549.6699999988,3525.0,2780.2999999999497,Jim Beam Black,22624.570000000975
E & J GALLO WINERY         ,3252,44037,3.42,17454.0,59692.68000000059,6.29,750.0,3.42,1858260.0,12289608.089999998,61966.909999999996,102200.33000000486,38266.850000001774,17447.0,1948.859999999925,Barefoot Pnt Grigio Cal,42507.65000000427
DIAGEO NORTH AMERICA INC   ,3960,5815,15.71,3799.0,59682.28999999982,23.99,750.0,15.71,5459788.0,50959796.849999994,257032.07000000007,83507.71000000098,63448.53999999819,3629.0,2860.9699999999625,Godiva Dark Chocolate,23825.420000001162
CONSTELLATION BRANDS INC   ,1392,32675,4.57,13055.0,59661.349999998594,7.99,750.0,4.57,2325892.0,15573917.899999999,79528.99,105848.34000000493,43321.17000000011,13066.0,1458.359999999955,Blackstone Cab Svgn Cal,46186.990000006335
PROXIMO SPIRITS INC.       ,7245,1464,19.22,3101.0,59601.21999999984,25.99,750.0,19.22,682042.0,7588029.899999999,38994.78000000001,73331.00000000023,56336.51999999896,2800.0,2207.4999999999554,Tin Cup Whiskey,13729.780000000392
PROXIMO SPIRITS INC.       ,7245,5767,10.36,5753.0,59601.08000000131,13.99,1750.0,10.36,682042.0,7588029.899999999,38994.78000000001,86715.82000000353,62986.07999999743,5918.0,10878.170000000446,Jose Cuervo Strawberry Marg,27114.740000002217
MARTIGNETTI COMPANIES,4425,18868,9.33,6388.0,59600.03999999972,14.99,750.0,9.33,2640411.0,27861690.019999996,144929.24,89948.31000000106,45941.15999999934,6223.0,692.7300000000284,Josh Cellars Merlot,30348.270000001343
SAZERAC CO INC             ,8004,5668,9.69,6145.0,59545.04999999974,13.99,750.0,9.69,1417727.0,9916770.259999998,50293.62000000002,77415.37000000135,54148.089999998534,5563.0,4384.059999999953,Dr McGillicuddy's Grape,17870.320000001608
DIAGEO NORTH AMERICA INC   ,3960,2465,2.15,27695.0,59544.25000000008,2.99,50.0,2.15,5459788.0,50959796.849999994,257032.07000000007,80873.52000000278,28455.830000005422,27048.0,1404.2199999999368,Crown Royal Mini,21329.270000002703
DIAGEO NORTH AMERICA INC   ,3960,3580,8.08,7367.0,59525.359999999666,10.99,750.0,8.08,5459788.0,50959796.849999994,257032.07000000007,83586.34000000356,62469.10999999703,6966.0,5491.379999999856,Smirnoff Orange Vodka,24060.980000003896
JIM BEAM BRANDS COMPANY    ,12546,2979,35.43,1680.0,59522.400000000336,49.99,750.0,35.43,2737165.0,24203151.05000001,123880.96999999999,72319.23,61216.6599999992,1577.0,1244.0899999999808,Bowmore 12-Yr Scotch,12796.82999999966
CONSTELLATION BRANDS INC   ,1392,25021,7.28,8166.0,59448.48000000025,13.99,750.0,7.28,2325892.0,15573917.899999999,79528.99,90162.59000000221,36502.04000000142,8141.0,908.960000000038,Mark West Black Pnt Nr,30714.110000001958
REMY COINTREAU USA INC     ,7239,4785,53.95,1101.0,59398.95000000008,74.99,375.0,53.95,142363.0,3354958.28,16978.669999999995,21237.260000000024,6609.129999999987,274.0,107.64000000000011,Remy Martin XO Excellence,-38161.69000000005
DIAGEO NORTH AMERICA INC   ,3960,2602,43.84,1352.0,59271.68000000009,59.99,750.0,43.84,5459788.0,50959796.849999994,257032.07000000007,76535.94000000038,63048.24999999934,1306.0,1030.099999999992,Caol Ila 12 Yr Islay Single,17264.260000000293
OLE SMOKY DISTILLERY LLC   ,6359,5903,1.59,37220.0,59179.80000000001,1.99,50.0,1.59,110162.0,387622.6899999999,1922.0,69930.59000000017,6869.47999999948,35141.0,1843.4599999999937,Ole Smoky Hunch Punch Moonsh,10750.790000000161
E & J GALLO WINERY         ,3252,3420,7.93,7448.0,59062.64000000034,9.99,750.0,7.93,1858260.0,12289608.089999998,61966.909999999996,67514.09999999986,43136.58000000033,6490.0,5113.6799999998975,New Amsterdam Coconut Vodka,8451.459999999519
PERNOD RICARD USA          ,17035,5253,11.84,4970.0,58844.8000000003,15.99,1750.0,11.84,1647558.0,24124091.56,123780.21999999997,81454.4800000021,59607.8999999981,4952.0,9103.090000000338,Kahlua Original Mudslide RTD,22609.680000001805
PROXIMO SPIRITS INC.       ,7245,3725,9.35,6276.0,58680.59999999953,12.99,750.0,9.35,682042.0,7588029.899999999,38994.78000000001,87030.10000000257,54045.4299999987,6390.0,5034.429999999907,Three Olives Pomegranate,28349.500000003034
PINE STATE TRADING CO      ,7153,6096,12.77,4588.0,58588.75999999994,16.99,750.0,12.77,424427.0,3129071.589999999,15884.819999999998,84733.73000000222,65615.6499999975,4827.0,3805.729999999956,Kinky Blue Liqueur,26144.970000002286
M S WALKER INC             ,9552,39256,5.16,11347.0,58550.51999999956,9.99,750.0,5.16,1372841.0,10935817.3,55551.819999999985,111823.74000000475,56099.48999999781,10826.0,1205.5300000000154,Schmitt Sohne Relax Mosel,53273.22000000519
JIM BEAM BRANDS COMPANY    ,12546,3257,4.5,12991.0,58459.5,5.99,750.0,4.5,2737165.0,24203151.05000001,123880.96999999999,80751.59000000471,55715.96999999648,12941.0,10195.74000000061,Gilbeys London Dry Trav,22292.09000000471
